GeneID,ANNOTATION_SYMBOL,NAME,R1 + prov,R2,R3,R4,R5
FBgn0001404,CG9659,egghead,5.063,13.397,10.768,24.311,61.021
FBgn0001491,CG1639,lethal (1) 10Bb,23.166,30.540,21.934,32.333,21.342
FBgn0001565,CG1666,Helicase,17.144,16.777,22.126,20.925,19.238
FBgn0001612,CG10988,lethal (1) discs degenerate 4,0.353,0.859,0.672,0.703,0.839
FBgn0001624,CG1725,discs large 1,0.569,1.138,0.498,1.054,1.347
FBgn0001941,CG9078,infertile crescent,17.933,49.949,72.220,63.259,76.218
FBgn0001942,CG9075,Eukaryotic initiation factor 4a,85.756,84.325,83.055,132.143,149.243
FBgn0001961,CG8978,"Actin-related protein 2/3 complex, subunit 1",8.010,15.812,21.557,24.192,27.701
FBgn0001965,CG7793,Son of sevenless,0.903,2.655,1.961,3.129,3.165
FBgn0001967,CG16880,Nimrod C3,0.126,0.082,0.000,0.071,0.000
FBgn0001970,CG7480,Polypeptide N-acetylgalactosaminyltransferase 35A,0.078,0.202,0.147,0.186,0.100
FBgn0001974,CG3688,lethal (2) 35Bd,1.654,3.116,3.202,2.312,2.477
FBgn0001977,CG4180,CIAPIN1 ortholog,8.069,10.119,15.915,11.067,11.768
FBgn0001978,CG3647,shuttle craft,2.074,4.010,3.857,3.839,6.197
FBgn0001981,CG3758,escargot,4.834,33.527,91.559,17.081,12.588
FBgn0001983,CG4158,worniu,0.000,0.000,0.000,0.007,0.000
FBgn0001986,CG4152,lethal (2) 35Df,0.660,1.442,1.416,1.365,1.801
FBgn0001987,CG3903,Gliotactin,1.515,3.806,2.680,4.664,7.832
FBgn0001989,CG13240,lethal (2) 35Di,37.900,25.348,55.340,25.429,20.496
FBgn0001990,CG4148,weckle,0.621,0.916,0.946,0.983,0.763
FBgn0001991,CG4894,Ca[2+]-channel protein alpha[[1]] subunit D,1.001,3.483,1.342,4.036,4.854
FBgn0001992,CG4163,Cyp303a1,0.000,0.007,0.035,0.095,0.029
FBgn0001994,CG7664,cropped,14.508,35.408,29.901,38.755,72.249
FBgn0001995,CG5818,mitochondrial ribosomal protein L4,26.089,33.092,47.101,28.515,20.710
FBgn0002021,CG10655,lethal (2) 37Bb,8.298,11.131,12.692,11.057,9.894
FBgn0002022,CG10449,Catecholamines up,20.980,13.654,17.469,13.164,14.089
FBgn0002023,CG10699,Lim3,0.454,0.094,0.028,0.048,0.029
FBgn0002031,CG10691,lethal (2) 37Cc,36.881,55.773,72.069,52.605,43.662
FBgn0002036,CG10561,-,3.797,3.880,3.753,5.595,6.287
FBgn0002044,CG10084,second mitotic wave missing,1.436,2.497,2.956,3.108,3.609
FBgn0002069,CG3821,Aspartyl-tRNA synthetase,32.953,35.609,43.553,40.121,54.520
FBgn0002121,CG2671,lethal (2) giant larvae,0.455,1.439,2.442,1.733,2.722
FBgn0002174,CG5504,lethal (2) tumorous imaginal discs,4.918,6.548,7.167,5.606,4.816
FBgn0002183,CG1828,dre4,0.640,1.189,1.427,1.543,1.472
FBgn0002283,CG4195,lethal (3) 73Ah,5.420,8.421,7.375,10.745,11.147
FBgn0002284,CG4097,Proteasome beta6 subunit,91.423,134.940,129.029,160.006,161.445
FBgn0002306,CG2507,stranded at second,0.040,0.026,0.001,0.010,0.048
FBgn0002354,CG7620,lethal (3) 87Df,28.446,57.201,37.250,65.515,38.514
FBgn0002413,CG2048,discs overgrown,1.990,5.042,4.557,6.271,5.590
FBgn0002431,CG9484,hyperplastic discs,1.445,2.628,2.080,1.975,2.496
FBgn0002440,CG12755,lethal (3) malignant blood neoplasm,0.710,0.832,0.326,1.084,1.356
FBgn0002441,CG5954,lethal (3) malignant brain tumor,0.313,0.332,0.230,0.434,0.329
FBgn0002466,CG10522,sticky,0.003,0.037,0.009,0.054,0.065
FBgn0002521,CG17743,pleiohomeotic,1.667,2.847,2.629,3.637,4.442
FBgn0002522,CG1264,labial,0.008,2.627,26.052,0.054,0.115
FBgn0002524,CG4162,lace,3.617,18.280,35.045,21.083,24.341
FBgn0002525,CG6944,Lamin,2.900,6.348,4.410,6.958,7.808
FBgn0002526,CG10236,Laminin A,0.447,0.436,0.245,1.601,0.642
FBgn0002528,CG3322,Laminin B2,0.676,1.973,1.027,2.316,1.581
FBgn0002531,CG11650,Larval cuticle protein 1,0.036,0.025,0.000,0.419,0.046
FBgn0002533,CG8697,Larval cuticle protein 2,0.013,0.000,0.000,0.025,0.112
FBgn0002534,CG2043,Larval cuticle protein 3,0.081,0.053,0.000,0.138,0.011
FBgn0002535,CG2044,Larval cuticle protein 4,0.025,0.053,0.000,0.061,0.020
FBgn0002542,CG2684,lodestar,0.062,0.391,0.415,0.224,0.369
FBgn0002543,CG5481,leak,0.241,1.460,2.102,1.918,3.219
FBgn0002552,CG11770,lines,0.041,0.087,0.265,0.312,0.235
FBgn0002561,CG3839,lethal of scute,0.000,0.104,0.072,0.057,0.000
FBgn0002562,CG2559,Larval serum protein 1 alpha,0.000,0.000,0.000,0.032,0.005
FBgn0002563,CG4178,Larval serum protein 1 beta,0.097,0.154,0.039,0.088,0.143
FBgn0002564,CG6821,Larval serum protein 1 gamma,0.111,0.084,0.036,0.170,0.272
FBgn0002565,CG6806,Larval serum protein 2,0.011,0.009,0.000,0.014,0.011
FBgn0002566,CG18028,light,1.473,2.370,2.243,2.861,2.750
FBgn0002567,CG8024,lightoid,3.618,9.313,8.197,11.261,14.940
FBgn0002569,CG8694,Maltase A2,93.130,153.786,13.415,304.737,1063.646
FBgn0002570,CG8696,Maltase A1,184.484,25.287,1.122,49.267,18.753
FBgn0002571,CG8695,Maltase A3,1.304,3.355,1.461,339.040,1772.603
FBgn0002573,CG32120,senseless,2.379,0.005,0.000,0.019,0.015
FBgn0002576,CG1689,lozenge,0.058,0.203,0.252,0.232,0.476
FBgn0002577,CG9369,miniature,0.452,0.083,0.058,0.022,0.109
FBgn0002578,CG8342,Kazal-type protease inhibitor m1,184.666,813.728,107.071,940.007,442.734
FBgn0002579,CG7622,Ribosomal protein L36,925.582,915.076,1140.616,1038.918,931.941
FBgn0002590,CG8922,Ribosomal protein S5a,1693.012,1567.181,2107.680,1986.746,1737.944
FBgn0002592,CG6104,"Enhancer of split m2, Bearded family member",2.415,9.695,1.649,11.889,4.896
FBgn0002593,CG4087,Ribosomal protein LP1,1686.734,839.232,1376.934,1172.064,856.686
FBgn0002607,CG2746,Ribosomal protein L19,1980.830,1342.731,1839.584,1704.894,1463.805
FBgn0002609,CG8346,"Enhancer of split m3, helix-loop-helix",2.493,3.175,0.802,7.177,2.499
FBgn0002622,CG6779,Ribosomal protein S3,3281.569,2730.217,3275.819,3606.748,3391.053
FBgn0002626,CG7939,Ribosomal protein L32,273.939,215.844,300.713,234.686,185.714
FBgn0002629,CG6099,"Enhancer of split m4, Bearded family member",0.000,0.030,0.036,0.462,0.925
FBgn0002631,CG6096,"Enhancer of split m5, helix-loop-helix",0.038,0.040,0.000,0.089,0.000
FBgn0002632,CG8354,"Enhancer of split m6, Bearded family member",0.089,0.376,0.294,3.237,2.563
FBgn0002633,CG8361,"Enhancer of split m7, helix-loop-helix",0.666,0.893,1.214,5.691,4.489
FBgn0002638,CG10480,Regulator of chromosome condensation 1 ortholog (H. sapiens),1.509,2.272,2.015,2.314,2.003
FBgn0002641,CG1692,maroon-like,8.103,16.668,11.041,20.117,18.749
FBgn0002643,CG8118,mastermind,1.102,1.679,1.221,2.387,7.082
FBgn0002645,CG1483,Microtubule-associated protein 205,0.252,0.813,1.045,0.991,1.686
FBgn0002652,CG4711,squash,0.840,0.342,0.164,0.560,0.552
FBgn0002673,CG4965,twine,0.274,0.388,0.190,0.446,0.618
FBgn0002707,CG3697,meiotic 9,0.405,0.932,0.912,1.198,0.803
FBgn0002709,CG8923,meiotic 218,0.015,0.081,0.053,0.031,0.018
FBgn0002715,CG5303,meiotic from via Salaria 332,2.999,1.588,1.034,2.085,1.867
FBgn0002716,CG7753,meiotic W68,0.221,0.172,0.164,0.243,0.433
FBgn0002719,CG10120,Malic enzyme,12.391,20.279,31.628,23.394,25.403
FBgn0002723,CG1705,Methoprene-tolerant,1.657,2.311,1.928,3.810,4.492
FBgn0002732,CG8337,"Enhancer of split malpha, Bearded family member",11.862,14.991,14.798,79.871,18.284
FBgn0002733,CG14548,"Enhancer of split mbeta, helix-loop-helix",4.702,17.323,9.685,67.143,20.406
FBgn0002734,CG8328,"Enhancer of split mdelta, helix-loop-helix",0.066,2.135,0.196,0.334,0.733
FBgn0002735,CG8333,"Enhancer of split mgamma, helix-loop-helix",0.018,0.206,0.096,2.512,0.991
FBgn0002736,CG9401,mago nashi,15.792,21.794,29.370,23.936,13.074
FBgn0002772,CG5596,Myosin alkali light chain 1,0.205,0.121,0.142,0.289,0.128
FBgn0002773,CG2184,Myosin light chain 2,0.932,0.567,0.184,1.101,0.898
FBgn0002774,CG11680,maleless,0.953,1.963,1.925,2.269,2.855
FBgn0002775,CG8631,male-specific lethal 3,1.880,2.303,2.284,2.167,2.218
FBgn0002778,CG3297,minidiscs,1.479,3.305,0.861,2.210,3.340
FBgn0002780,CG2050,modulo,7.377,9.855,13.811,11.191,8.334
FBgn0002781,CG32491,modifier of mdg4,1.349,2.696,1.953,3.015,2.701
FBgn0002783,CG18740,moira,0.992,1.669,1.709,2.074,2.074
FBgn0002787,CG3416,Regulatory particle non-ATPase 8,14.882,20.334,23.424,23.077,28.293
FBgn0002789,CG4696,Muscle protein 20,3.379,0.719,0.453,1.379,0.185
FBgn0002791,CG3060,morula,2.402,3.556,3.758,4.228,3.419
FBgn0002838,CG14251,male sterile (3) K81,0.071,0.018,0.000,0.018,0.000
FBgn0002842,CG11308,spermatocyte arrest,0.360,0.027,0.000,0.057,0.000
FBgn0002855,CG8982,Accessory gland protein 26Aa,0.079,0.191,0.078,0.302,0.226
FBgn0002856,CG9024,Accessory gland protein 26Ab,0.000,0.046,0.313,0.014,0.000
FBgn0002862,CG17956,Male-specific RNA 87F,0.000,0.093,0.000,0.089,0.270
FBgn0002863,CG17924,Accessory gland protein 95EF,0.000,0.000,0.000,0.000,0.000
FBgn0002865,CG11719,Male-specific RNA 98Ca,0.000,0.000,0.000,0.012,0.000
FBgn0002868,CG9470,Metallothionein A,1621.906,1230.900,1216.686,1265.482,4251.272
FBgn0002869,CG4312,Metallothionein B,451.540,2679.745,2307.941,1160.538,2749.338
FBgn0002872,CG1960,mutator 2,0.082,0.174,0.137,0.194,0.132
FBgn0002873,CG12047,mushroom body defect,0.005,0.010,0.008,0.013,0.017
FBgn0002878,CG11156,mutagen-sensitive 101,0.057,0.105,0.094,0.059,0.069
FBgn0002887,CG10890,mutagen-sensitive 201,0.000,0.000,0.000,0.000,0.000
FBgn0002891,CG1925,mutagen-sensitive 205,0.120,0.180,0.135,0.226,0.249
FBgn0002899,CG7972,mutagen-sensitive 301,0.115,0.196,0.308,0.259,0.159
FBgn0002901,CG7347,mutagen-sensitive 304,0.445,0.559,0.565,0.770,1.069
FBgn0002905,CG6019,mutagen-sensitive 308,0.176,0.349,0.450,0.462,0.474
FBgn0002906,CG6920,Bloom syndrome helicase ortholog,0.356,0.645,0.684,0.629,0.608
FBgn0002909,CG8601,mutagen-sensitive 312,0.000,0.000,0.000,0.000,0.000
FBgn0002914,CG9045,Myb oncogene-like,0.453,0.766,0.966,0.879,0.709
FBgn0002917,CG1517,narrow abdomen,0.107,0.159,0.137,0.256,0.275
FBgn0002921,CG5670,Na pump alpha subunit,7.068,10.499,6.444,8.009,8.722
FBgn0002922,CG10250,nautilus,0.005,0.007,0.000,0.000,0.008
FBgn0002924,CG7831,non-claret disjunctional,0.369,0.271,0.493,0.574,0.874
FBgn0002926,CG10129,nudel,0.014,0.018,0.009,0.007,0.058
FBgn0002930,CG1857,necrotic,0.648,0.296,0.536,0.098,0.472
FBgn0002931,CG11450,net,0.769,0.338,0.148,0.174,0.322
FBgn0002932,CG11988,neuralized,0.798,2.813,1.023,2.731,5.487
FBgn0002933,CG10781,new glue 1,0.000,0.000,0.000,0.000,0.026
FBgn0002936,CG3966,neither inactivation nor afterpotential A,0.270,0.165,0.015,0.233,0.205
FBgn0002937,CG9347,neither inactivation nor afterpotential B,0.008,0.060,0.061,0.015,0.042
FBgn0002938,CG5125,neither inactivation nor afterpotential C,0.010,0.027,0.059,0.016,0.002
FBgn0002939,CG31783,neither inactivation nor afterpotential D,0.033,0.000,0.000,0.193,0.451
FBgn0002940,CG4550,neither inactivation nor afterpotential E,0.326,0.631,0.055,0.486,0.597
FBgn0002941,CG6534,slouch,0.020,0.017,0.016,0.006,0.057
FBgn0002945,CG11614,naked cuticle,0.170,0.563,0.493,0.652,0.834
FBgn0002948,CG1763,no distributive disjunction,1.832,3.994,2.025,8.493,4.624
FBgn0002962,CG5637,nanos,0.000,0.028,0.006,0.019,0.016
FBgn0002968,,,2.076,1.895,1.319,2.655,4.177
FBgn0002973,CG3779,numb,2.935,7.624,4.251,6.328,7.731
FBgn0002985,CG3851,odd skipped,0.588,1.023,0.181,3.121,62.402
FBgn0002989,CG3736,okra,0.090,0.061,0.079,0.198,0.173
FBgn0003002,CG1133,odd paired,0.000,0.000,0.000,0.000,0.000
FBgn0003008,CG3029,orange,52.376,52.470,32.597,57.387,49.571
FBgn0003009,CG3134,orientation disruptor,0.000,0.000,0.000,0.000,0.009
FBgn0003011,CG7411,ora transientless,0.000,0.010,0.000,0.029,0.059
FBgn0003015,CG10901,oskar,0.004,0.007,0.041,0.005,0.000
FBgn0003016,CG3479,outspread,0.182,0.204,0.205,0.239,0.628
FBgn0003022,,,0.672,1.814,1.802,2.829,2.609
FBgn0003023,CG12743,ovarian tumor,0.005,0.012,0.014,0.003,0.018
FBgn0003028,CG6824,ovo,0.023,0.025,0.025,0.025,0.050
FBgn0003034,CG17673,Sex Peptide,0.075,0.568,0.351,1.041,0.811
FBgn0003041,CG8114,pebble,0.266,0.011,0.011,0.052,0.048
FBgn0003042,CG32443,Polycomb,2.029,3.356,2.972,3.592,4.889
FBgn0003044,CG5109,Polycomblike,1.017,1.932,1.778,1.933,2.084
FBgn0003046,CG3440,Pupal cuticle protein,0.070,0.000,0.069,0.253,0.578
FBgn0003048,CG3443,pecanex,0.118,0.282,0.249,0.367,0.425
FBgn0003053,CG12212,pebbled,3.316,13.763,13.454,20.488,38.603
FBgn0003057,CG10598,-,0.000,0.018,0.034,0.000,0.388
FBgn0003060,CG9757,-,0.000,0.000,0.000,0.000,0.000
FBgn0003062,CG9888,Fibrillarin,6.550,7.491,11.727,15.097,8.959
FBgn0003065,CG2150,-,0.000,0.202,0.021,0.058,0.232
FBgn0003067,CG17725,Phosphoenolpyruvate carboxykinase,42.578,64.199,148.878,37.111,53.860
FBgn0003068,CG2647,period,0.888,1.164,1.060,1.449,2.516
FBgn0003071,CG4001,Phosphofructokinase,2.025,2.760,2.603,6.667,3.168
FBgn0003074,CG8251,Phosphoglucose isomerase,37.620,9.107,11.994,21.493,9.088
FBgn0003076,CG5165,phosphoglucose mutase,27.095,33.041,29.955,58.062,44.597
FBgn0003079,CG2845,pole hole,2.009,3.663,2.980,3.945,3.787
FBgn0003082,CG11205,photorepair,0.012,0.119,0.077,0.088,0.136
FBgn0003086,CG10790,Pre-intermoult gene 1,0.437,0.139,0.108,0.653,0.514
FBgn0003087,CG5052,pimples,0.053,0.488,0.352,0.644,0.095
FBgn0003089,CG9614,pipe,0.031,0.036,0.033,0.034,0.131
FBgn0003090,CG11084,prickle,0.406,1.601,1.608,0.603,0.728
FBgn0003091,CG6622,Protein C kinase 53E,1.135,3.027,4.448,1.960,1.943
FBgn0003093,CG1954,Protein C kinase 98E,8.626,15.279,12.787,20.458,30.257
FBgn0003114,CG9183,plutonium,0.284,0.382,0.191,0.580,0.642
FBgn0003116,CG3461,prune,4.128,5.336,2.854,6.190,4.340
FBgn0003117,CG3978,pannier,0.332,0.571,0.136,0.525,1.868
FBgn0003118,CG17077,pointed,0.581,1.499,1.083,3.246,5.102
FBgn0003124,CG12306,polo,0.005,0.137,0.028,0.376,0.426
FBgn0003129,CG9610,Pox meso,0.054,0.199,0.204,0.282,0.308
FBgn0003130,CG8246,Pox neuro,4.494,16.224,2.459,16.717,1.594
FBgn0003132,CG9156,Protein phosphatase 1 at 13C,0.018,0.007,0.007,0.008,0.000
FBgn0003134,CG6593,Protein phosphatase 1alpha at 96A,16.483,23.075,17.688,40.506,47.702
FBgn0003137,CG33103,Papilin,0.037,0.013,0.005,0.009,0.009
FBgn0003138,CG9181,Protein tyrosine phosphatase 61F,1.646,4.164,5.819,5.607,9.129
FBgn0003139,CG12217,Protein phosphatase V,2.136,3.389,3.326,3.515,2.798
FBgn0003140,CG10930,Protein phosphatase Y at 55A,0.000,0.000,0.000,0.013,0.000
FBgn0003141,CG16784,purple,36.059,57.574,47.404,69.129,33.230
FBgn0003145,CG6716,paired,0.018,0.005,0.005,0.011,0.030
FBgn0003149,CG5939,Paramyosin,0.036,0.038,0.034,0.058,0.055
FBgn0003159,CG2841,proximal to raf,0.358,1.258,1.447,1.975,2.420
FBgn0003162,CG9441,Punch,0.300,0.524,0.369,0.230,0.231
FBgn0003165,CG9755,pumilio,3.926,9.384,5.615,8.589,9.247
FBgn0003169,CG7904,punt,1.045,2.681,2.372,2.383,2.694
FBgn0003174,CG11101,pawn,0.005,0.023,0.007,0.014,0.007
FBgn0003175,CG4444,plexus,0.642,1.025,0.635,1.117,1.414
FBgn0003178,CG7070,Pyruvate kinase,42.814,37.688,52.522,65.867,48.091
FBgn0003187,CG6433,quail,0.163,0.005,0.017,0.002,0.103
FBgn0003189,CG18572,rudimentary,0.257,2.486,0.403,0.786,0.149
FBgn0003204,CG1799,raspberry,11.974,13.759,6.822,7.086,6.054
FBgn0003205,CG9375,Ras oncogene at 85D,11.568,24.806,25.712,34.624,34.030
FBgn0003206,CG1167,Ras oncogene at 64B,9.953,11.575,13.966,11.057,9.877
FBgn0003209,CG12437,raw,2.479,3.901,2.529,4.247,9.687
FBgn0003210,CG11427,ruby,0.480,0.977,0.938,1.182,1.263
FBgn0003218,CG11111,retinal degeneration B,0.315,0.638,0.473,0.510,0.710
FBgn0003227,CG31293,recombination-defective,0.071,0.317,0.166,0.266,0.192
FBgn0003231,CG10360,refractory to sigma P,39.260,70.802,53.607,105.547,118.528
FBgn0003248,CG16740,Rhodopsin 2,0.289,0.032,0.091,0.034,0.158
FBgn0003249,CG10888,Rhodopsin 3,0.000,0.000,0.018,0.000,0.000
FBgn0003250,CG9668,Rhodopsin 4,0.168,0.673,1.246,0.382,0.896
FBgn0003254,CG7230,ribbon,0.104,0.108,0.070,0.077,0.142
FBgn0003255,CG8930,rickets,0.108,0.089,0.171,0.086,0.045
FBgn0003256,CG12559,rolled,1.512,2.641,2.836,2.552,3.071
FBgn0003257,CG3593,rudimentary-like,7.739,6.127,2.353,27.302,17.269
FBgn0003261,CG10279,Rm62,5.580,8.614,9.624,10.188,11.327
FBgn0003267,CG6348,rough,0.000,0.100,0.163,0.059,0.147
FBgn0003268,CG1569,rough deal,0.160,0.312,0.235,0.369,0.406
FBgn0003270,CG10393,absent MD neurons and olfactory sensilla,0.022,0.839,0.108,0.409,0.012
FBgn0003274,CG4918,Ribosomal protein LP2,2748.518,1534.572,1756.630,1538.922,1263.937
FBgn0003275,CG1163,RNA polymerase II 18kD subunit,63.888,65.225,88.227,73.278,37.139
FBgn0003277,CG1554,RNA polymerase II 215kD subunit,1.918,3.598,3.346,4.426,5.760
FBgn0003278,CG4033,RNA polymerase I 135kD subunit,1.388,2.045,3.067,2.437,1.450
FBgn0003279,CG5502,Ribosomal protein L4,755.554,433.448,648.235,728.686,663.866
FBgn0003285,CG4125,roughest,0.764,0.727,0.250,1.641,3.721
FBgn0003292,CG6097,rotated abdomen,0.365,0.401,0.319,0.267,0.347
FBgn0003295,CG1214,roughoid,0.140,0.206,0.145,0.381,1.015
FBgn0003300,CG1849,runt,0.104,0.433,0.206,0.322,0.577
FBgn0003301,CG9533,rutabaga,0.362,0.176,0.245,0.137,0.214
FBgn0003302,CG4336,roughex,1.745,3.232,2.926,3.508,3.392
FBgn0003308,CG7642,rosy,3.481,12.013,4.504,35.095,11.068
FBgn0003310,CG4385,Star,1.603,3.429,2.183,4.931,6.397
FBgn0003312,CG14728,shadow,0.280,0.037,0.056,0.059,0.166
FBgn0003313,CG4922,spalt-adjacent,0.000,0.000,0.000,0.000,0.000
FBgn0003317,CG1891,saxophone,1.980,3.433,3.201,3.805,3.947
FBgn0003319,CG4316,Stubble,0.601,0.790,0.740,0.824,1.073
FBgn0003321,CG1664,small bristles,2.491,6.071,6.152,5.327,5.889
FBgn0003326,CG17579,scabrous,0.189,0.312,0.295,0.293,1.865
FBgn0003328,CG8095,scab,4.242,10.184,11.871,13.120,34.177
FBgn0003330,CG5595,Sex combs extra,5.430,10.438,11.836,14.112,13.030
FBgn0003334,CG9495,Sex comb on midleg,0.480,1.075,0.667,0.860,1.465
FBgn0003339,CG1030,Sex combs reduced,0.006,0.004,0.000,0.000,0.000
FBgn0003345,CG8544,scalloped,0.795,1.641,1.204,2.170,3.509
FBgn0003346,CG9999,Ran GTPase activating protein,2.705,4.692,4.817,6.243,9.431
FBgn0003353,CG3182,seizure,0.209,0.453,0.551,0.551,0.861
FBgn0003356,CG31034,Jonah 99Cii,11192.298,762.185,4125.916,3141.827,7.397
FBgn0003357,CG31362,Jonah 99Ciii,11155.173,771.012,4643.605,3410.262,7.397
FBgn0003358,CG31039,Jonah 99Ci,367.893,48.978,1.622,29.109,1.121
FBgn0003360,CG16944,stress-sensitive B,223.950,194.133,330.222,180.928,158.468
FBgn0003366,CG18085,sevenless,0.027,0.032,0.024,0.138,0.197
FBgn0003371,CG2621,shaggy,1.456,2.821,2.972,3.315,5.264
FBgn0003372,CG3047,Salivary gland secretion 1,0.036,0.026,0.016,0.007,0.016
FBgn0003373,CG11720,Salivary gland secretion 3,0.091,0.185,0.000,0.153,0.727
FBgn0003374,CG12181,Salivary gland secretion 4,0.163,0.207,0.177,0.220,0.402
FBgn0003375,CG7596,Salivary gland secretion 5,0.000,0.068,0.000,0.000,0.000
FBgn0003377,CG18087,Salivary gland secretion 7,11.367,17.990,8.584,12.499,23.147
FBgn0003378,CG6132,Salivary gland secretion 8,11.595,11.599,15.591,11.514,7.417
FBgn0003380,CG12348,Shaker,0.961,0.377,1.324,0.129,0.069
FBgn0003382,CG13209,shavenoid,0.030,0.006,0.001,0.005,0.009
FBgn0003386,CG2822,Shaker cognate w,0.491,1.368,0.836,0.430,0.384
FBgn0003388,CG13478,shade,0.166,0.159,1.851,0.010,0.044
FBgn0003390,CG3135,shifted,0.382,0.546,0.043,0.686,0.380
FBgn0003391,CG3722,shotgun,0.325,0.559,0.207,0.588,1.172
FBgn0003392,CG18102,shibire,0.689,1.298,1.314,1.580,2.417
FBgn0003396,CG7734,schnurri,0.319,0.794,0.612,0.675,1.380
FBgn0003401,CG4735,shutdown,0.025,0.362,0.235,0.603,0.559
FBgn0003410,CG9949,seven in absentia,2.599,6.661,7.037,6.972,7.779
FBgn0003411,CG1641,sisterless A,0.132,0.880,1.002,64.083,34.349
FBgn0003415,CG9936,skuld,0.528,1.165,0.645,1.157,1.758
FBgn0003416,CG4200,small wing,1.570,3.289,2.449,2.809,3.002
FBgn0003423,CG1417,sluggish A,0.330,0.074,0.045,0.054,0.154
FBgn0003429,CG10693,slowpoke,0.151,1.151,1.830,1.078,0.480
FBgn0003430,CG16738,sloppy paired 1,2.646,4.607,1.294,3.394,8.927
FBgn0003435,CG9218,smooth,0.486,0.875,0.323,0.821,1.539
FBgn0003444,CG11561,smoothened,0.987,1.229,1.277,1.313,2.229
FBgn0003447,CG32858,singed,2.305,4.939,0.514,4.978,3.517
FBgn0003448,CG3956,snail,0.075,0.244,0.156,3.150,1.845
FBgn0003449,CG4528,sans fille,53.734,71.928,72.405,99.889,84.049
FBgn0003450,CG7996,snake,0.056,0.454,0.017,0.407,0.158
FBgn0003459,CG3836,stonewall,0.165,0.410,0.356,0.411,0.486
FBgn0003460,CG11121,sine oculis,0.725,0.049,0.000,0.070,0.601
FBgn0003462,CG11793,Superoxide dismutase,489.742,691.565,465.682,819.832,744.685
FBgn0003463,CG9224,short gastrulation,0.722,2.374,1.198,2.562,3.521
FBgn0003464,CG1391,small optic lobes,1.291,2.922,2.372,3.875,5.118
FBgn0003475,CG10076,spire,0.465,0.858,1.730,0.663,2.103
FBgn0003479,CG7948,spindle A,0.534,0.719,0.651,1.166,0.922
FBgn0003480,CG3325,spindle B,2.723,8.231,9.271,7.401,14.131
FBgn0003482,CG31069,spindle D,0.715,1.333,2.033,1.799,1.467
FBgn0003483,CG3158,spindle E,0.836,0.150,0.043,0.132,0.078
FBgn0003486,CG10594,spook,0.054,0.032,0.075,0.210,0.604
FBgn0003495,CG6134,spatzle,0.566,0.056,0.036,0.094,0.100
FBgn0003499,CG7847,stripe,0.487,1.770,1.103,0.821,1.626
FBgn0003502,CG8049,Btk family kinase at 29A,0.036,0.057,0.059,0.065,0.048
FBgn0003507,CG3992,serpent,0.466,0.876,0.513,0.677,0.891
FBgn0003510,CG17957,Serendipity alpha,0.108,0.489,0.590,0.569,1.059
FBgn0003511,CG7938,Serendipity beta,2.671,4.492,3.722,5.659,3.349
FBgn0003512,CG17958,Serendipity delta,7.430,9.295,9.646,13.618,13.005
FBgn0003513,CG6993,spineless,0.010,0.008,0.009,0.010,0.041
FBgn0003514,CG3595,spaghetti squash,102.042,141.512,154.526,167.536,233.562
FBgn0003515,CG4314,scarlet,0.160,0.518,0.231,0.626,0.359
FBgn0003517,CG14792,stubarista,262.586,97.173,152.313,125.164,107.508
FBgn0003520,CG5753,staufen,1.553,3.891,3.834,5.988,7.670
FBgn0003525,CG1395,string,1.145,8.014,5.759,3.638,3.780
FBgn0003527,CG8592,stand still,0.227,0.495,0.147,0.514,0.996
FBgn0003545,CG12298,subito,0.027,0.052,0.025,0.127,0.188
FBgn0003557,CG4244,Suppressor of deltex,0.994,3.487,5.143,3.416,5.239
FBgn0003559,CG17170,suppressor of forked,0.896,1.184,1.429,1.522,1.605
FBgn0003567,CG8573,suppressor of Hairy wing,0.499,0.932,1.118,0.998,1.103
FBgn0003575,CG6222,suppressor of sable,1.794,3.836,2.731,5.345,4.474
FBgn0003598,CG8599,Suppressor of variegation 3-7,0.147,0.395,0.582,0.445,0.467
FBgn0003607,CG8409,Suppressor of variegation 205,41.818,79.157,67.133,77.378,69.517
FBgn0003612,CG8068,Suppressor of variegation 2-10,0.649,1.554,1.328,1.795,1.609
FBgn0003638,CG3019,suppressor of white-apricot,0.553,0.991,0.766,1.602,1.355
FBgn0003651,CG11502,seven up,0.020,0.019,0.014,0.017,0.036
FBgn0003654,CG18000,short wing,0.022,0.047,0.071,0.056,0.053
FBgn0003655,CG3429,swallow,0.025,0.073,0.068,0.030,0.279
FBgn0003656,CG2212,swiss cheese,0.640,0.930,0.921,0.789,0.758
FBgn0003660,CG12210,Synaptobrevin,52.703,97.300,89.635,100.591,123.991
FBgn0003676,CG5374,Tcp1-like,21.846,41.568,59.998,60.119,69.245
FBgn0003683,CG4216,terminus,0.023,0.000,0.000,0.009,0.009
FBgn0003687,CG9874,TATA binding protein,9.221,15.655,12.567,14.852,12.789
FBgn0003701,CG5785,three rows,0.000,0.003,0.027,0.067,0.024
FBgn0003710,CG1232,temperature-induced paralytic E,0.857,1.929,1.600,1.947,2.224
FBgn0003714,CG7925,technical knockout,13.989,24.382,35.905,23.229,15.177
