#SUBMITTED ID	FBID_KEY	ANNOTATION_SYMBOL	SYMBOL
FBgn0004635	FBgn0004635	CG1004	rho
FBgn0004638	FBgn0004638	CG6033	drk
FBgn0004643	FBgn0004643	CG9900	Zw10
FBgn0004644	FBgn0004644	CG4637	hh
FBgn0004646	FBgn0004646	CG3039	ogre
FBgn0004647	FBgn0004647	CG3936	N
FBgn0004648	FBgn0004648	CG4122	svr
FBgn0004652	FBgn0004652	CG14307	fru
FBgn0004654	FBgn0004654	CG3724	Pgd
FBgn0004655	FBgn0004655	CG3707	wapl
FBgn0004656	FBgn0004656	CG2252	fs(1)h
FBgn0004657	FBgn0004657	CG1560	mys
FBgn0004687	FBgn0004687	CG3201	Mlc-c
FBgn0004797	FBgn0004797	CG31991	mdy
FBgn0004811	FBgn0004811	CG10528	fs(2)ltoPP43
FBgn0004828	FBgn0004828	CG8989	His3.3B
FBgn0004832	FBgn0004832	CG6358	Xpac
FBgn0004837	FBgn0004837	CG3497	Su(H)
FBgn0004838	FBgn0004838	CG10377	Hrb27C
FBgn0004839	FBgn0004839	CG8967	otk
FBgn0004842	FBgn0004842	CG5811	RYa-R
FBgn0004852	FBgn0004852	CG7978	Ac76E
FBgn0004855	FBgn0004855	CG3284	RpII15
FBgn0004856	FBgn0004856	CG8264	Bx42
FBgn0004858	FBgn0004858	CG4220	elB
FBgn0004859	FBgn0004859	CG2125	ci
FBgn0004860	FBgn0004860	CG3895	ph-d
FBgn0004861	FBgn0004861	CG18412	ph-p
FBgn0004864	FBgn0004864	CG1594	hop
FBgn0004865	FBgn0004865	CG18023	Eip78C
FBgn0004867	FBgn0004867	CG5920	RpS2
FBgn0004868	FBgn0004868	CG4422	Gdi
FBgn0004870	FBgn0004870	CG9097	bab1
FBgn0004875	FBgn0004875	CG10847	enc
FBgn0004876	FBgn0004876	CG6027	cdi
FBgn0004880	FBgn0004880	CG1130	scrt
FBgn0004885	FBgn0004885	CG6863	tok
FBgn0004889	FBgn0004889	CG6235	tws
FBgn0004892	FBgn0004892	CG3242	sob
FBgn0004893	FBgn0004893	CG10021	bowl
FBgn0004901	FBgn0004901	CG2867	Prat
FBgn0004903	FBgn0004903	CG6354	Rb97D
FBgn0004907	FBgn0004907	CG17870	14-3-3zeta
FBgn0004908	FBgn0004908	CG7435	Arl2
FBgn0004910	FBgn0004910	CG15855	Eip63F-1
FBgn0004913	FBgn0004913	CG1119	Gnf1
FBgn0004914	FBgn0004914	CG9310	Hnf4
FBgn0004915	FBgn0004915	CG5193	TfIIB
FBgn0004919	FBgn0004919	CG2679	gol
FBgn0004921	FBgn0004921	CG8261	Ggamma1
FBgn0004924	FBgn0004924	CG6146	Top1
FBgn0004957	FBgn0004957	CG6205	por
FBgn0005198	FBgn0005198	CG6975	gig
FBgn0005278	FBgn0005278	CG2674	Sam-S
FBgn0005322	FBgn0005322	CG5395	nmd
FBgn0005355	FBgn0005355	CG6054	Su(fu)
FBgn0005386	FBgn0005386	CG8887	ash1
FBgn0005390	FBgn0005390	CG4790	fs(1)M3
FBgn0005391	FBgn0005391	CG2979	Yp2
FBgn0005411	FBgn0005411	CG9998	U2af50
FBgn0005427	FBgn0005427	CG3114	ewg
FBgn0005533	FBgn0005533	CG3922	RpS17
FBgn0005536	FBgn0005536	CG32156	Mbs
FBgn0005558	FBgn0005558	CG1464	ey
FBgn0005561	FBgn0005561	CG11049	sv
FBgn0005564	FBgn0005564	CG9262	Shal
FBgn0005586	FBgn0005586	CG7576	Rab3
FBgn0005593	FBgn0005593	CG4897	RpL7
FBgn0005596	FBgn0005596	CG14513	yem
FBgn0005612	FBgn0005612	CG3090	Sox14
FBgn0005614	FBgn0005614	CG18345	trpl
FBgn0005616	FBgn0005616	CG3241	msl-2
FBgn0005617	FBgn0005617	CG10385	msl-1
FBgn0005624	FBgn0005624	CG3886	Psc
FBgn0005626	FBgn0005626	CG10118	ple
FBgn0005632	FBgn0005632	CG1945	faf
FBgn0005633	FBgn0005633	CG7445	fln
FBgn0005636	FBgn0005636	CG3385	nvy
FBgn0005640	FBgn0005640	CG10579	Eip63E
FBgn0005642	FBgn0005642	CG1454	wdn
FBgn0005648	FBgn0005648	CG2163	Pabp2
FBgn0005649	FBgn0005649	CG5422	Rox8
FBgn0005655	FBgn0005655	CG9193	PCNA
FBgn0005660	FBgn0005660	CG2914	Ets21C
FBgn0005666	FBgn0005666	CG32019	bt
FBgn0005670	FBgn0005670	CG3656	Cyp4d1
FBgn0005671	FBgn0005671	CG17369	Vha55
FBgn0005672	FBgn0005672	CG10334	spi
FBgn0005677	FBgn0005677	CG4952	dac
FBgn0005683	FBgn0005683	CG5354	pie
FBgn0005694	FBgn0005694	CG5683	Aef1
FBgn0005695	FBgn0005695	CG8411	gcl
FBgn0005696	FBgn0005696	CG5923	DNApol-alpha73
FBgn0005771	FBgn0005771	CG4491	noc
FBgn0005775	FBgn0005775	CG7503	Con
FBgn0005777	FBgn0005777	CG8402	PpD3
FBgn0008635	FBgn0008635	CG6223	betaCOP
FBgn0008636	FBgn0008636	CG33152	hbn
FBgn0010014	FBgn0010014	CG4209	CanB
FBgn0010038	FBgn0010038	CG4181	GstD2
FBgn0010039	FBgn0010039	CG4381	GstD3
FBgn0010040	FBgn0010040	CG11512	GstD4
FBgn0010041	FBgn0010041	CG12242	GstD5
FBgn0010042	FBgn0010042	CG4423	GstD6
FBgn0010043	FBgn0010043	CG4371	GstD7
FBgn0010044	FBgn0010044	CG4421	GstD8
FBgn0010051	FBgn0010051	CG1063	Itp-r83A
FBgn0010053	FBgn0010053	CG15101	Jheh1
FBgn0010078	FBgn0010078	CG3661	RpL23
FBgn0010105	FBgn0010105	CG17943	comm
FBgn0010113	FBgn0010113	CG15532	hdc
FBgn0010114	FBgn0010114	CG2040	hig
FBgn0010173	FBgn0010173	CG9633	RpA-70
FBgn0010194	FBgn0010194	CG6407	Wnt5
FBgn0010198	FBgn0010198	CG2033	RpS15Aa
FBgn0010213	FBgn0010213	CG8905	Sod2
FBgn0010215	FBgn0010215	CG17947	alpha-Cat
FBgn0010220	FBgn0010220	CG12759	Dbp45A
FBgn0010222	FBgn0010222	CG18466	Nmdmc
FBgn0010223	FBgn0010223	CG12232	Galphaf
FBgn0010225	FBgn0010225	CG1106	Gel
FBgn0010226	FBgn0010226	CG8938	GstS1
FBgn0010228	FBgn0010228	CG17921	HmgZ
FBgn0010235	FBgn0010235	CG5433	Klc
FBgn0010240	FBgn0010240	CG17336	Lcch3
FBgn0010241	FBgn0010241	CG8523	Mdr50
FBgn0010246	FBgn0010246	CG9155	Myo61F
FBgn0010247	FBgn0010247	CG40411	Parp
FBgn0010263	FBgn0010263	CG3151	Rbp9
FBgn0010265	FBgn0010265	CG13389	RpS13
FBgn0010269	FBgn0010269	CG15793	Dsor1
FBgn0010278	FBgn0010278	CG4817	Ssrp
FBgn0010280	FBgn0010280	CG5444	Taf4
FBgn0010282	FBgn0010282	CG10281	TfIIFalpha
FBgn0010287	FBgn0010287	CG7562	Trf
FBgn0010288	FBgn0010288	CG4265	Uch
FBgn0010292	FBgn0010292	CG1430	bys
FBgn0010300	FBgn0010300	CG10719	brat
FBgn0010303	FBgn0010303	CG4353	hep
FBgn0010309	FBgn0010309	CG10739	pigeon
FBgn0010313	FBgn0010313	CG2530	corto
FBgn0010314	FBgn0010314	CG3738	Cks30A
FBgn0010315	FBgn0010315	CG9096	CycD
FBgn0010316	FBgn0010316	CG1772	dap
FBgn0010317	FBgn0010317	CG10308	CycJ
FBgn0010328	FBgn0010328	CG5965	woc
FBgn0010329	FBgn0010329	CG1543	Tbh
FBgn0010333	FBgn0010333	CG2248	Rac1
FBgn0010339	FBgn0010339	CG8340	128up
FBgn0010340	FBgn0010340	CG9852	140up
FBgn0010341	FBgn0010341	CG12530	Cdc42
FBgn0010342	FBgn0010342	CG1825	Map60
FBgn0010348	FBgn0010348	CG8385	Arf79F
FBgn0010352	FBgn0010352	CG11661	Nc73EF
FBgn0010355	FBgn0010355	CG17603	Taf1
FBgn0010356	FBgn0010356	CG7704	Taf5
FBgn0010357	FBgn0010357	CG18211	betaTry
FBgn0010358	FBgn0010358	CG12351	deltaTry
FBgn0010379	FBgn0010379	CG4006	Akt1
FBgn0010380	FBgn0010380	CG12532	AP-1-2beta
FBgn0010382	FBgn0010382	CG3938	CycE
FBgn0010383	FBgn0010383	CG6816	Cyp18a1
FBgn0010391	FBgn0010391	CG2522	Gtp-bp
FBgn0010397	FBgn0010397	CG10119	LamC
FBgn0010398	FBgn0010398	CG6098	Lrr47
FBgn0010399	FBgn0010399	CG2902	Nmdar1
FBgn0010401	FBgn0010401	CG3250	Os-C
FBgn0010406	FBgn0010406	CG8194	RNaseX25
FBgn0010407	FBgn0010407	CG4926	Ror
FBgn0010408	FBgn0010408	CG3395	RpS9
FBgn0010409	FBgn0010409	CG6510	RpL18A
FBgn0010411	FBgn0010411	CG8900	RpS18
FBgn0010412	FBgn0010412	CG4464	RpS19a
FBgn0010415	FBgn0010415	CG10497	Sdc
FBgn0010416	FBgn0010416	CG9984	TH1
FBgn0010417	FBgn0010417	CG32211	Taf6
FBgn0010421	FBgn0010421	CG6538	TfIIFbeta
FBgn0010422	FBgn0010422	CG3710	TfIIS
FBgn0010424	FBgn0010424	CG7930	TpnC73F
FBgn0010425	FBgn0010425	CG18681	epsilonTry
FBgn0010431	FBgn0010431	CG18543	mtrm
FBgn0010434	FBgn0010434	CG11949	cora
FBgn0010435	FBgn0010435	CG2727	emp
FBgn0010438	FBgn0010438	CG4337	mtSSB
FBgn0010441	FBgn0010441	CG5974	pll
FBgn0010452	FBgn0010452	CG11280	trn
FBgn0010470	FBgn0010470	CG9847	Fkbp14
FBgn0010473	FBgn0010473	CG15427	tutl
FBgn0010482	FBgn0010482	CG9432	l(2)01289
FBgn0010488	FBgn0010488	CG3845	NAT1
FBgn0010497	FBgn0010497	CG5304	dmGlut
FBgn0010501	FBgn0010501	CG5370	Dcp-1
FBgn0010504	FBgn0010504	CG11546	kermit
FBgn0010516	FBgn0010516	CG8996	wal
FBgn0010520	FBgn0010520	CG4539	Bka
FBgn0010531	FBgn0010531	CG17753	Ccs
FBgn0010548	FBgn0010548	CG11140	Aldh-III
FBgn0010551	FBgn0010551	CG15081	Phb2
FBgn0010583	FBgn0010583	CG3727	dock
FBgn0010590	FBgn0010590	CG8392	Prosbeta1
FBgn0010591	FBgn0010591	CG8946	Sply
FBgn0010602	FBgn0010602	CG3018	lwr
FBgn0010607	FBgn0010607	CG8886	l(2)05714
FBgn0010611	FBgn0010611	CG4311	Hmgs
FBgn0010638	FBgn0010638	CG10130	Sec61beta
FBgn0010660	FBgn0010660	CG3820	Nup214
FBgn0010747	FBgn0010747	CG4659	Srp54k
FBgn0010750	FBgn0010750	CG2503	atms
FBgn0010762	FBgn0010762	CG32067	simj
FBgn0010768	FBgn0010768	CG5557	sqz
FBgn0010770	FBgn0010770	CG5786	ppan
FBgn0010772	FBgn0010772	CG2179	Xe7
FBgn0010774	FBgn0010774	CG1101	Ref1
FBgn0010786	FBgn0010786	CG9165	l(3)02640
FBgn0010812	FBgn0010812	CG2708	unc-45
FBgn0010825	FBgn0010825	CG6964	Gug
FBgn0010830	FBgn0010830	CG11238	l(3)04053
FBgn0010877	FBgn0010877	CG7129	l(3)05822
FBgn0010894	FBgn0010894	CG10624	sinu
FBgn0010905	FBgn0010905	CG16757	Spn
FBgn0010909	FBgn0010909	CG16973	msn
FBgn0010926	FBgn0010926	CG5824	l(3)07882
FBgn0011016	FBgn0011016	CG5474	SsRbeta
FBgn0011020	FBgn0011020	CG10061	Sas-4
FBgn0011202	FBgn0011202	CG1768	dia
FBgn0011204	FBgn0011204	CG12086	cue
FBgn0011205	FBgn0011205	CG5725	fbl
FBgn0011206	FBgn0011206	CG4760	bol
FBgn0011207	FBgn0011207	CG3959	pelo
FBgn0011211	FBgn0011211	CG3612	blw
FBgn0011217	FBgn0011217	CG7425	eff
FBgn0011224	FBgn0011224	CG31000	heph
FBgn0011225	FBgn0011225	CG5695	jar
FBgn0011227	FBgn0011227	CG8764	ox
FBgn0011230	FBgn0011230	CG14472	poe
FBgn0011232	FBgn0011232	CG3766	scat
FBgn0011236	FBgn0011236	CG5575	ken
FBgn0011272	FBgn0011272	CG4651	RpL13
FBgn0011274	FBgn0011274	CG6794	Dif
FBgn0011279	FBgn0011279	CG10436	Obp69a
FBgn0011284	FBgn0011284	CG11276	RpS4
FBgn0011286	FBgn0011286	CG10844	RyR
FBgn0011288	FBgn0011288	CG40452	Snap25
FBgn0011289	FBgn0011289	CG5930	TfIIA-L
FBgn0011290	FBgn0011290	CG17358	Taf12
FBgn0011291	FBgn0011291	CG4079	Taf11
FBgn0011296	FBgn0011296	CG4533	l(2)efl
FBgn0011300	FBgn0011300	CG8224	babo
FBgn0011305	FBgn0011305	CG5655	Rsf1
FBgn0011327	FBgn0011327	CG3431	Uch-L5
FBgn0011476	FBgn0011476	CG14865	l(3)neo43
FBgn0011481	FBgn0011481	CG7187	Ssdp
FBgn0011509	FBgn0011509	CG33162	SrpRbeta
FBgn0011554	FBgn0011554	CG12386	etaTry
FBgn0011555	FBgn0011555	CG12385	thetaTry
FBgn0011556	FBgn0011556	CG12387	zetaTry
FBgn0011570	FBgn0011570	CG17158	cpb
FBgn0011573	FBgn0011573	CG12019	Cdc37
FBgn0011576	FBgn0011576	CG3466	Cyp4d2
FBgn0011582	FBgn0011582	CG9652	Dop1R1
FBgn0011584	FBgn0011584	CG4758	Trp1
FBgn0011586	FBgn0011586	CG1871	e(r)
FBgn0011589	FBgn0011589	CG5076	Elk
FBgn0011591	FBgn0011591	CG10580	fng
FBgn0011592	FBgn0011592	CG8581	fra
FBgn0011596	FBgn0011596	CG4568	fzo
FBgn0011603	FBgn0011603	CG15444	ine
FBgn0011604	FBgn0011604	CG8625	Iswi
FBgn0011606	FBgn0011606	CG8590	Klp3A
FBgn0011638	FBgn0011638	CG10922	La
FBgn0011640	FBgn0011640	CG8597	lark
FBgn0011642	FBgn0011642	CG32018	Zyx
FBgn0011648	FBgn0011648	CG12399	Mad
FBgn0011655	FBgn0011655	CG1775	Med
FBgn0011656	FBgn0011656	CG1429	Mef2
FBgn0011659	FBgn0011659	CG11482	Mlh1
FBgn0011660	FBgn0011660	CG8169	Pms2
FBgn0011661	FBgn0011661	CG10701	Moe
FBgn0011666	FBgn0011666	CG5099	msi
FBgn0011672	FBgn0011672	CG3671	Mvl
FBgn0011674	FBgn0011674	CG11312	insc
FBgn0011676	FBgn0011676	CG6713	Nos
FBgn0011692	FBgn0011692	CG1258	pav
FBgn0011703	FBgn0011703	CG5371	RnrL
FBgn0011704	FBgn0011704	CG8975	RnrS
FBgn0011705	FBgn0011705	CG9552	rost
FBgn0011706	FBgn0011706	CG4319	rpr
FBgn0011708	FBgn0011708	CG4214	Syx5
FBgn0011710	FBgn0011710	CG1403	Sep1
FBgn0011715	FBgn0011715	CG1064	Snr1
FBgn0011725	FBgn0011725	CG31137	twin
FBgn0011726	FBgn0011726	CG4254	tsr
FBgn0011737	FBgn0011737	CG4488	Wee1
FBgn0011739	FBgn0011739	CG12072	wts
FBgn0011741	FBgn0011741	CG11678	Arp6
FBgn0011742	FBgn0011742	CG9901	Arp2
FBgn0011745	FBgn0011745	CG6174	Arp1
FBgn0011747	FBgn0011747	CG1651	Ank
FBgn0011754	FBgn0011754	CG1830	PhKgamma
FBgn0011760	FBgn0011760	CG6998	ctp
FBgn0011762	FBgn0011762	CG7108	DNApol-alpha50
FBgn0011763	FBgn0011763	CG4654	Dp
FBgn0011766	FBgn0011766	CG6376	E2f1
FBgn0011768	FBgn0011768	CG6598	Fdh
FBgn0011770	FBgn0011770	CG2227	Gip
FBgn0011771	FBgn0011771	CG5837	Hem
FBgn0011774	FBgn0011774	CG5247	Irbp
FBgn0011785	FBgn0011785	CG31132	BRWD3
FBgn0011787	FBgn0011787	CG5012	mRpL12
FBgn0011802	FBgn0011802	CG6539	Gem3
FBgn0011817	FBgn0011817	CG7892	nmo
FBgn0011818	FBgn0011818	CG9884	oaf
FBgn0011824	FBgn0011824	CG4038	CG4038
FBgn0011826	FBgn0011826	CG9842	Pp2B-14D
FBgn0011828	FBgn0011828	CG12002	Pxn
FBgn0011829	FBgn0011829	CG14396	Ret
FBgn0011834	FBgn0011834	CG2071	Ser6
FBgn0011836	FBgn0011836	CG6711	Taf2
FBgn0011837	FBgn0011837	CG4070	Tis11
FBgn0012034	FBgn0012034	CG9390	AcCoAS
FBgn0012036	FBgn0012036	CG3752	Aldh
FBgn0012037	FBgn0012037	CG8827	Ance
FBgn0012051	FBgn0012051	CG7563	CalpA
FBgn0012058	FBgn0012058	CG8610	Cdc27
FBgn0012142	FBgn0012142	GF20905	Dana\per
FBgn0012143	FBgn0012143	GF18850	Dana\su(Hw)
FBgn0012344	FBgn0012344	CG8348	Dh44
FBgn0012379	FBgn0012379	-	Dhyd\Hsromega
FBgn0012690	FBgn0012690	GA15295	Dpse\Ama
FBgn0012694	FBgn0012694	GA14884	Dpse\Aprt
FBgn0012696	FBgn0012696	GA16738	Dpse\Eip74EF
FBgn0012698	FBgn0012698	GA21397	Dpse\Gapdh2
FBgn0012701	FBgn0012701	GA11622	Dpse\Hsp83
FBgn0012703	FBgn0012703	-	Dpse\Hsromega
FBgn0012704	FBgn0012704	GA20704	Dpse\RpL32
FBgn0012710	FBgn0012710	GA28288	Dpse\Rh4
FBgn0012714	FBgn0012714	GA18922	Dpse\Tl
FBgn0012717	FBgn0012717	GA25439	Dpse\ade3
FBgn0012725	FBgn0012725	GA15420	Dpse\l(2)gl
FBgn0012727	FBgn0012727	GA11733	Dpse\lab
FBgn0012735	FBgn0012735	GA15408	Dpse\per
FBgn0012736	FBgn0012736	GA20500	Dpse\ry
FBgn0012821	FBgn0012821	GD22627	Dsim\Acp26Ab
FBgn0012837	FBgn0012837	GD23370	Dsim\Gpdh
FBgn0012838	FBgn0012838	GD20577	Dsim\GstD1
FBgn0012840	FBgn0012840	GD13739	Dsim\Hsp83
FBgn0012845	FBgn0012845	GD20757	Dsim\MtnA
FBgn0012846	FBgn0012846	GD16631	Dsim\N
FBgn0012849	FBgn0012849	GD16588	Dsim\Pgd
FBgn0012854	FBgn0012854	GD12822	Dsim\Sod
FBgn0012859	FBgn0012859	GD16043	Dsim\Yp2
FBgn0012860	FBgn0012860	GD24877	Dsim\Zw
FBgn0012866	FBgn0012866	GD24828	Dsim\ci
FBgn0012893	FBgn0012893	GD16501	Dsim\sc
FBgn0012901	FBgn0012901	GD12458	Dsim\tra
FBgn0012902	FBgn0012902	GD16352	Dsim\w
FBgn0012904	FBgn0012904	GD16608	Dsim\z
FBgn0013067	FBgn0013067	GJ12421	Dvir\Cdc37
FBgn0013070	FBgn0013070	GJ13066	Dvir\Cp18
FBgn0013073	FBgn0013073	GJ17995	Dvir\Ddc
FBgn0013076	FBgn0013076	GJ13098	Dvir\Eip74EF
FBgn0013081	FBgn0013081	GJ15413	Dvir\Gpdh
FBgn0013086	FBgn0013086	GJ13180	Dvir\Hsp83
FBgn0013092	FBgn0013092	GJ11339	Dvir\Rh4
FBgn0013093	FBgn0013093	GJ24629	Dvir\RpII140
FBgn0013096	FBgn0013096	GJ11304	Dvir\Sod
FBgn0013098	FBgn0013098	GJ24265	Dvir\Tl
FBgn0013105	FBgn0013105	GJ23899	Dvir\boss
FBgn0013110	FBgn0013110	GJ14725	Dvir\elav
FBgn0013112	FBgn0013112	GJ18765	Dvir\exu
FBgn0013115	FBgn0013115	GJ13064	Dvir\h
FBgn0013132	FBgn0013132	GJ10875	Dvir\neur
FBgn0013135	FBgn0013135	GJ16682	Dvir\per
FBgn0013137	FBgn0013137	GJ14901	Dvir\salm
FBgn0013139	FBgn0013139	GJ15596	Dvir\sc
FBgn0013142	FBgn0013142	GJ12342	Dvir\sina
FBgn0013144	FBgn0013144	GJ14313	Dvir\su(Hw)
FBgn0013146	FBgn0013146	GJ17294	Dvir\oaf
FBgn0013147	FBgn0013147	GJ12580	Dvir\tra
FBgn0013148	FBgn0013148	GJ22964	Dvir\tub
FBgn0013149	FBgn0013149	GJ16777	Dvir\z
FBgn0013263	FBgn0013263	CG33261	Trl
FBgn0013272	FBgn0013272	CG5820	Gp150
FBgn0013275	FBgn0013275	CG31366	Hsp70Aa
FBgn0013276	FBgn0013276	CG18743	Hsp70Ab
FBgn0013277	FBgn0013277	CG31449	Hsp70Ba
FBgn0013278	FBgn0013278	CG31359	Hsp70Bb
FBgn0013279	FBgn0013279	CG6489	Hsp70Bc
FBgn0013303	FBgn0013303	CG7641	Nca
FBgn0013305	FBgn0013305	CG3798	Nmda1
FBgn0013323	FBgn0013323	CG13687	Ptth
FBgn0013325	FBgn0013325	CG7726	RpL11
FBgn0013334	FBgn0013334	CG8884	Sap47
FBgn0013342	FBgn0013342	CG17248	nSyb
FBgn0013343	FBgn0013343	CG31136	Syx1A
FBgn0013347	FBgn0013347	CG5163	TfIIA-S
FBgn0013348	FBgn0013348	CG2981	TpnC41C
FBgn0013432	FBgn0013432	CG3717	bcn92
FBgn0013467	FBgn0013467	CG18285	igl
FBgn0013469	FBgn0013469	CG12296	klu
FBgn0013531	FBgn0013531	CG18780	MED20
FBgn0013548	FBgn0013548	CG11295	l(2)dtl
FBgn0013563	FBgn0013563	CG6760	Pex1
FBgn0013576	FBgn0013576	CG32464	mtd
FBgn0013672	FBgn0013672	CG34073	mt:ATPase6
FBgn0013673	FBgn0013673	CG34072	mt:ATPase8
FBgn0013674	FBgn0013674	CG34067	mt:CoI
FBgn0013675	FBgn0013675	CG34069	mt:CoII
FBgn0013676	FBgn0013676	CG34074	mt:CoIII
FBgn0013678	FBgn0013678	CG34090	mt:Cyt-b
FBgn0013679	FBgn0013679	CG34092	mt:ND1
FBgn0013680	FBgn0013680	CG34063	mt:ND2
FBgn0013681	FBgn0013681	CG34076	mt:ND3
FBgn0013683	FBgn0013683	CG34086	mt:ND4L
FBgn0013684	FBgn0013684	CG34083	mt:ND5
FBgn0013685	FBgn0013685	CG34089	mt:ND6
FBgn0013717	FBgn0013717	CG4166	not
FBgn0013718	FBgn0013718	CG33991	nuf
FBgn0013720	FBgn0013720	CG14779	pck
FBgn0013726	FBgn0013726	CG8705	pnut
FBgn0013732	FBgn0013732	CG3273	sced
FBgn0013733	FBgn0013733	CG18076	shot
FBgn0013746	FBgn0013746	CG9556	alien
FBgn0013749	FBgn0013749	CG11027	Arf102F
FBgn0013750	FBgn0013750	CG8156	Arf51F
FBgn0013753	FBgn0013753	CG7959	Bgb
FBgn0013756	FBgn0013756	CG8274	Mtor
FBgn0013759	FBgn0013759	CG6703	CASK
FBgn0013762	FBgn0013762	CG8203	Cdk5
FBgn0013764	FBgn0013764	CG3924	Chi
FBgn0013765	FBgn0013765	CG4832	cnn
FBgn0013770	FBgn0013770	CG6692	Cp1
FBgn0013771	FBgn0013771	CG10246	Cyp6a9
FBgn0013773	FBgn0013773	CG10240	Cyp6a22
FBgn0013782	FBgn0013782	GF17152	Dana\MtnA
FBgn0013799	FBgn0013799	CG8567	Deaf1
FBgn0013813	FBgn0013813	CG1842	Dhc98D
FBgn0013883	FBgn0013883	GD24222	Dsim\ref(2)P
FBgn0013912	FBgn0013912	GJ13622	Dvir\ATPsyn-beta
FBgn0013916	FBgn0013916	GJ19977	Dvir\bw
FBgn0013917	FBgn0013917	GJ17475	Dvir\esc
FBgn0013921	FBgn0013921	GJ16695	Dvir\su(s)
FBgn0013972	FBgn0013972	CG1912	Gycalpha99B
FBgn0013973	FBgn0013973	CG1470	Gycbeta100B
FBgn0013981	FBgn0013981	CG3379	His4r
FBgn0013983	FBgn0013983	CG5576	imd
FBgn0013987	FBgn0013987	CG3086	MAPk-Ak2
FBgn0013995	FBgn0013995	CG5685	Calx
FBgn0013997	FBgn0013997	CG6827	Nrx-IV
FBgn0014007	FBgn0014007	CG10975	Ptp69D
FBgn0014009	FBgn0014009	CG3269	Rab2
FBgn0014010	FBgn0014010	CG3664	Rab5
FBgn0014011	FBgn0014011	CG8556	Rac2
FBgn0014018	FBgn0014018	CG11992	Rel
FBgn0014019	FBgn0014019	CG5279	Rh5
FBgn0014020	FBgn0014020	CG8416	Rho1
FBgn0014022	FBgn0014022	CG8161	Rlb1
FBgn0014023	FBgn0014023	CG9378	mRpL47
FBgn0014024	FBgn0014024	CG3312	Rnp4F
FBgn0014026	FBgn0014026	CG3314	RpL7A
FBgn0014028	FBgn0014028	CG3283	SdhB
FBgn0014029	FBgn0014029	CG4173	Sep2
FBgn0014031	FBgn0014031	CG3926	Spat
FBgn0014032	FBgn0014032	CG12117	Sptr
FBgn0014037	FBgn0014037	CG32217	Su(Tpl)
FBgn0014073	FBgn0014073	CG7525	Tie
FBgn0014076	FBgn0014076	CG16874	Vm32E
FBgn0014092	FBgn0014092	CG4278	CG4278
FBgn0014127	FBgn0014127	CG10726	barr
FBgn0014133	FBgn0014133	CG1822	bif
FBgn0014135	FBgn0014135	CG4608	bnl
FBgn0014141	FBgn0014141	CG3937	cher
FBgn0014163	FBgn0014163	CG4609	fax
FBgn0014184	FBgn0014184	CG16747	Oda
FBgn0014189	FBgn0014189	CG7269	Hel25E
FBgn0014269	FBgn0014269	CG18608	prod
FBgn0014340	FBgn0014340	CG3025	mof
FBgn0014342	FBgn0014342	CG10390	mia
FBgn0014343	FBgn0014343	CG10601	mirr
FBgn0014366	FBgn0014366	CG2925	noi
FBgn0014380	FBgn0014380	CG9366	RhoL
FBgn0014388	FBgn0014388	CG1921	sty
FBgn0014391	FBgn0014391	CG9032	sun
FBgn0014396	FBgn0014396	CG3234	tim
FBgn0014411	FBgn0014411	CG14804	Vps26
FBgn0014417	FBgn0014417	CG13397	CG13397
FBgn0014427	FBgn0014427	CG11899	CG11899
FBgn0014469	FBgn0014469	CG2060	Cyp4e2
FBgn0014575	FBgn0014575	GF22348	Dana\g
FBgn0014814	FBgn0014814	GD20120	Dsim\Dl
FBgn0014840	FBgn0014840	GJ15176	Dvir\e(r)
FBgn0014841	FBgn0014841	GJ11377	Dvir\fz
FBgn0014844	FBgn0014844	GJ22599	Dvir\trx
FBgn0014857	FBgn0014857	CG5825	His3.3A
FBgn0014859	FBgn0014859	CG1864	Hr38
FBgn0014861	FBgn0014861	CG7538	Mcm2
FBgn0014863	FBgn0014863	CG1019	Mlp84B
FBgn0014865	FBgn0014865	CG8175	Mtk
FBgn0014868	FBgn0014868	CG9022	Ost48
FBgn0014869	FBgn0014869	CG1721	Pglym78
FBgn0014870	FBgn0014870	CG8912	Psi
FBgn0014877	FBgn0014877	CG6155	Roe1
FBgn0014879	FBgn0014879	CG4299	Set
FBgn0014903	FBgn0014903	CG14630	CG14630
FBgn0014906	FBgn0014906	CG3488	Hydr2
FBgn0014930	FBgn0014930	CG2846	CG2846
FBgn0014931	FBgn0014931	CG2678	CG2678
FBgn0015000	FBgn0015000	CG3469	betaggt-I
FBgn0015001	FBgn0015001	CG7754	iotaTry
FBgn0015010	FBgn0015010	CG9538	Ag5r
FBgn0015024	FBgn0015024	CG2028	CkIalpha
FBgn0015025	FBgn0015025	CG6215	CkIIalpha-i1
FBgn0015031	FBgn0015031	CG14028	cype
FBgn0015032	FBgn0015032	CG1438	Cyp4c3
FBgn0015033	FBgn0015033	CG4321	Cyp4d8
FBgn0015036	FBgn0015036	CG10755	Cyp4ae1
FBgn0015037	FBgn0015037	CG10842	Cyp4p1
FBgn0015038	FBgn0015038	CG4485	Cyp9b1
FBgn0015039	FBgn0015039	CG4486	Cyp9b2
FBgn0015040	FBgn0015040	CG3616	Cyp9c1
FBgn0015055	FBgn0015055	GF15589	Dana\Gpdh
FBgn0015075	FBgn0015075	CG9054	Ddx1
